?item	?item_label
<http://www.github.com/srebirth/entity/Q5003222>	"Buwaidhaa"@en
<http://www.github.com/srebirth/entity/Q32575353>	"Bīr Bākhit"@en
<http://www.github.com/srebirth/entity/Q1507197>	"Cairo – Cape Town Highway"@en
<http://www.github.com/srebirth/entity/Q5030603>	"Canadian Sudanese College"@en
<http://www.github.com/srebirth/entity/Q1961925>	"Carthago Airport"@en
<http://www.github.com/srebirth/entity/Q5047314>	"Carthago, Sudan"@en
<http://www.github.com/srebirth/entity/Q27394389>	"Central African Republic–Chad–Sudan tripoint"@en
<http://www.github.com/srebirth/entity/Q27411691>	"Central African Republic–South Sudan–Sudan tripoint"@en
<http://www.github.com/srebirth/entity/Q3088970>	"Central African Republic–Sudan border"@en
<http://www.github.com/srebirth/entity/Q4116493>	"Central Darfur"@en
<http://www.github.com/srebirth/entity/Q14830736>	"Central Sudan"@en
<http://www.github.com/srebirth/entity/Q575245>	"Chad Basin"@en
<http://www.github.com/srebirth/entity/Q27345478>	"Chad–Libya–Sudan tripoint"@en
<http://www.github.com/srebirth/entity/Q3089188>	"Chad–Sudan border"@en
<http://www.github.com/srebirth/entity/Q5066542>	"Chad–Sudan relations"@en
<http://www.github.com/srebirth/entity/Q4117266>	"China–Sudan relations"@en
<http://www.github.com/srebirth/entity/Q5150940>	"Comboni College of Science & Technology"@en
<http://www.github.com/srebirth/entity/Q932289>	"Congo basin"@en
<http://www.github.com/srebirth/entity/Q553923>	"Corinthia Hotel Khartoum"@en
<http://www.github.com/srebirth/entity/Q18348997>	"Corruption in Sudan"@en
<http://www.github.com/srebirth/entity/Q2993867>	"Council of States"@en
<http://www.github.com/srebirth/entity/Q32713377>	"Da Kiremit"@en
<http://www.github.com/srebirth/entity/Q3700731>	"Dabenarti"@en
<http://www.github.com/srebirth/entity/Q35391472>	"Dajjamal"@en
<http://www.github.com/srebirth/entity/Q31263001>	"Dala"@en
<http://www.github.com/srebirth/entity/Q5210211>	"Dalang, Sudan"@en
<http://www.github.com/srebirth/entity/Q5210213>	"Dalanj University"@en
<http://www.github.com/srebirth/entity/Q35391837>	"Dalfirish"@en
<http://www.github.com/srebirth/entity/Q1708778>	"Damazin Airport"@en
<http://www.github.com/srebirth/entity/Q35392247>	"Danab Al Ghader"@en
<http://www.github.com/srebirth/entity/Q12211544>	"Darb el-Arbain"@en
<http://www.github.com/srebirth/entity/Q46733>	"Darfur"@en
<http://www.github.com/srebirth/entity/Q5222580>	"Darfur Dome"@en
<http://www.github.com/srebirth/entity/Q5222584>	"Darfurian referendum"@en
<http://www.github.com/srebirth/entity/Q5249765>	"Dedengita"@en
<http://www.github.com/srebirth/entity/Q6273116>	"Delgo"@en
<http://www.github.com/srebirth/entity/Q5255850>	"Democratic Unionist Party"@en
<http://www.github.com/srebirth/entity/Q5258060>	"Denmark–Sudan relations"@en
<http://www.github.com/srebirth/entity/Q2520348>	"Deriba Caldera"@en
<http://www.github.com/srebirth/entity/Q28041202>	"Derr"@en
<http://www.github.com/srebirth/entity/Q34741828>	"Dhanab al Qirsh"@en
<http://www.github.com/srebirth/entity/Q1657792>	"Dilling Airport"@en
<http://www.github.com/srebirth/entity/Q3382082>	"Dinder"@en
<http://www.github.com/srebirth/entity/Q1226290>	"Dinder National Park"@en
<http://www.github.com/srebirth/entity/Q2604961>	"Dinder River"@en
<http://www.github.com/srebirth/entity/Q32734123>	"Dinder Wenz"@en
<http://www.github.com/srebirth/entity/Q35395870>	"Dmiaayr"@en
<http://www.github.com/srebirth/entity/Q2656122>	"Dom people"@en
<http://www.github.com/srebirth/entity/Q35396190>	"Domm et Tor"@en
<http://www.github.com/srebirth/entity/Q821321>	"Dongola"@en
<http://www.github.com/srebirth/entity/Q1431231>	"Dongola Airport"@en
<http://www.github.com/srebirth/entity/Q26267357>	"Dungonab Bay"@en
<http://www.github.com/srebirth/entity/Q3545641>	"East Darfur"@en
<http://www.github.com/srebirth/entity/Q14214610>	"Eastern Sudan"@en
<http://www.github.com/srebirth/entity/Q35397867>	"Ebeilar"@en
<http://www.github.com/srebirth/entity/Q35398393>	"Ed A'faret"@en
<http://www.github.com/srebirth/entity/Q35398406>	"Ed Ab Halef"@en
<http://www.github.com/srebirth/entity/Q35398419>	"Ed Ab Liayet"@en
<http://www.github.com/srebirth/entity/Q35398433>	"Ed Ab Qafla"@en
<http://www.github.com/srebirth/entity/Q35398447>	"Ed Ab Qarin"@en
<http://www.github.com/srebirth/entity/Q35398468>	"Ed Ab Shosh"@en
<http://www.github.com/srebirth/entity/Q35398480>	"Ed Ab Sidir"@en
<http://www.github.com/srebirth/entity/Q35398493>	"Ed Ab Sireh"@en
<http://www.github.com/srebirth/entity/Q35398505>	"Ed Abd ar Rojal"@en
<http://www.github.com/srebirth/entity/Q35398517>	"Ed Abd et Tam"@en
<http://www.github.com/srebirth/entity/Q35398529>	"Ed Abdl Montalib"@en
<http://www.github.com/srebirth/entity/Q35398541>	"Ed Abu Ghbel"@en
<http://www.github.com/srebirth/entity/Q35398554>	"Ed Abu Liheta"@en
<http://www.github.com/srebirth/entity/Q35398566>	"Ed Abu Mireikh"@en
<http://www.github.com/srebirth/entity/Q35398579>	"Ed Abu Otay"@en
<http://www.github.com/srebirth/entity/Q35398593>	"Ed Abu Otay"@en
<http://www.github.com/srebirth/entity/Q35398605>	"Ed Abu Qirema"@en
<http://www.github.com/srebirth/entity/Q35398617>	"Ed Abu Tinedib"@en
<http://www.github.com/srebirth/entity/Q35398641>	"Ed Afsef"@en
<http://www.github.com/srebirth/entity/Q35398654>	"Ed Ahmad"@en
<http://www.github.com/srebirth/entity/Q35398679>	"Ed Al Bana"@en
<http://www.github.com/srebirth/entity/Q35398715>	"Ed Al Fare"@en
<http://www.github.com/srebirth/entity/Q35398828>	"Ed Al Kreba"@en
<http://www.github.com/srebirth/entity/Q35398841>	"Ed Al Laot"@en
<http://www.github.com/srebirth/entity/Q35398891>	"Ed Al Maykha"@en
<http://www.github.com/srebirth/entity/Q35398916>	"Ed Al Qafal"@en
<http://www.github.com/srebirth/entity/Q35398955>	"Ed Al Qirayat"@en
<http://www.github.com/srebirth/entity/Q35398966>	"Ed Al Qirayat"@en
<http://www.github.com/srebirth/entity/Q35398979>	"Ed Al Sider"@en
<http://www.github.com/srebirth/entity/Q35399040>	"Ed Anon"@en
<http://www.github.com/srebirth/entity/Q35399063>	"Ed Arak"@en
<http://www.github.com/srebirth/entity/Q35399075>	"Ed Aredan"@en
<http://www.github.com/srebirth/entity/Q35399101>	"Ed As Sayal"@en
<http://www.github.com/srebirth/entity/Q35399162>	"Ed As Sinqid"@en
<http://www.github.com/srebirth/entity/Q35399213>	"Ed Assafra"@en
<http://www.github.com/srebirth/entity/Q35399225>	"Ed Assarha"@en
<http://www.github.com/srebirth/entity/Q35399238>	"Ed At Tebsa"@en
<http://www.github.com/srebirth/entity/Q35399251>	"Ed Attor"@en
<http://www.github.com/srebirth/entity/Q35399264>	"Ed Awad el Bari"@en
<http://www.github.com/srebirth/entity/Q35399289>	"Ed Bahda"@en
<http://www.github.com/srebirth/entity/Q35399302>	"Ed Baj"@en
<http://www.github.com/srebirth/entity/Q35399314>	"Ed Basmr"@en
<http://www.github.com/srebirth/entity/Q35399326>	"Ed Bit Ahmed"@en
<http://www.github.com/srebirth/entity/Q35399381>	"Ed Bit al Habela"@en
<http://www.github.com/srebirth/entity/Q35399395>	"Ed Bit el Mobarak"@en
<http://www.github.com/srebirth/entity/Q288196>	"Ed Daein"@en
<http://www.github.com/srebirth/entity/Q15216050>	"Ed Daein Airport"@en
<http://www.github.com/srebirth/entity/Q12692521>	"Ed Debba Airport"@en
<http://www.github.com/srebirth/entity/Q35399407>	"Ed Den Umm Mratan"@en
<http://www.github.com/srebirth/entity/Q35399420>	"Ed Dres"@en
<http://www.github.com/srebirth/entity/Q2501279>	"Ed Dueim"@en
<http://www.github.com/srebirth/entity/Q35399526>	"Ed Edamra"@en
<http://www.github.com/srebirth/entity/Q35399539>	"Ed Eddayqa"@en
<http://www.github.com/srebirth/entity/Q35399552>	"Ed Edesya"@en
<http://www.github.com/srebirth/entity/Q32750224>	"Ed El Ay"@en
<http://www.github.com/srebirth/entity/Q35400627>	"Ed Eloarin"@en
<http://www.github.com/srebirth/entity/Q35400665>	"Ed En Niama"@en
<http://www.github.com/srebirth/entity/Q35400679>	"Ed Enniaema"@en
<http://www.github.com/srebirth/entity/Q35400731>	"Ed Erreqeita"@en
<http://www.github.com/srebirth/entity/Q35400820>	"Ed Es Sa‘aren"@en
<http://www.github.com/srebirth/entity/Q35400846>	"Ed Esh Obahiya"@en
<http://www.github.com/srebirth/entity/Q35400858>	"Ed Esh Shahbahia"@en
<http://www.github.com/srebirth/entity/Q35400923>	"Ed Essada"@en
<http://www.github.com/srebirth/entity/Q35400936>	"Ed Essadya"@en
<http://www.github.com/srebirth/entity/Q35401000>	"Ed Etteireiseeb"@en
<http://www.github.com/srebirth/entity/Q35401012>	"Ed Ettileh"@en
<http://www.github.com/srebirth/entity/Q32750243>	"Ed Ezeirq"@en
<http://www.github.com/srebirth/entity/Q35401024>	"Ed Ezzahafa"@en
<http://www.github.com/srebirth/entity/Q32750245>	"Ed Ezzreiqa"@en
<http://www.github.com/srebirth/entity/Q35401036>	"Ed Gamra"@en
<http://www.github.com/srebirth/entity/Q35401049>	"Ed Ghifeila"@en
<http://www.github.com/srebirth/entity/Q35401062>	"Ed Girgiri"@en
<http://www.github.com/srebirth/entity/Q35401075>	"Ed Hamad"@en
<http://www.github.com/srebirth/entity/Q35401088>	"Ed Hamad"@en
<http://www.github.com/srebirth/entity/Q35401101>	"Ed Hammad"@en
<http://www.github.com/srebirth/entity/Q35401114>	"Ed Hanon"@en
<http://www.github.com/srebirth/entity/Q35401126>	"Ed Hayil"@en
<http://www.github.com/srebirth/entity/Q35401139>	"Ed Hoda"@en
<http://www.github.com/srebirth/entity/Q35401152>	"Ed Idres"@en
<http://www.github.com/srebirth/entity/Q35401165>	"Ed Ireifat Qeita"@en
<http://www.github.com/srebirth/entity/Q35401178>	"Ed Jires"@en
<http://www.github.com/srebirth/entity/Q35401191>	"Ed Kalashob"@en
<http://www.github.com/srebirth/entity/Q35401204>	"Ed Kasor"@en
<http://www.github.com/srebirth/entity/Q35401217>	"Ed Khasa"@en
<http://www.github.com/srebirth/entity/Q35401230>	"Ed Khatqa"@en
<http://www.github.com/srebirth/entity/Q35401242>	"Ed Kitrat Wad ash Shalham"@en
<http://www.github.com/srebirth/entity/Q35401255>	"Ed Lateba"@en
<http://www.github.com/srebirth/entity/Q35401268>	"Ed Liteirba"@en
<http://www.github.com/srebirth/entity/Q35401281>	"Ed Lkhishna"@en
<http://www.github.com/srebirth/entity/Q35401294>	"Ed Mafa"@en
<http://www.github.com/srebirth/entity/Q35401307>	"Ed Makhafa"@en
<http://www.github.com/srebirth/entity/Q35401320>	"Ed Marwa"@en
<http://www.github.com/srebirth/entity/Q35401333>	"Ed Masorat"@en
<http://www.github.com/srebirth/entity/Q35401346>	"Ed Mihsin"@en
<http://www.github.com/srebirth/entity/Q35401359>	"Ed Mikhekheta"@en
<http://www.github.com/srebirth/entity/Q35401372>	"Ed Mohammad"@en
<http://www.github.com/srebirth/entity/Q35401385>	"Ed Mohammad Hassan"@en
<http://www.github.com/srebirth/entity/Q35401398>	"Ed Mosa"@en
<http://www.github.com/srebirth/entity/Q35401412>	"Ed Mosa"@en
<http://www.github.com/srebirth/entity/Q35401425>	"Ed Nabi"@en
<http://www.github.com/srebirth/entity/Q35401438>	"Ed Nhor"@en
<http://www.github.com/srebirth/entity/Q35401451>	"Ed Qabbaq"@en
<http://www.github.com/srebirth/entity/Q35401464>	"Ed Qala al ‘Eter"@en
<http://www.github.com/srebirth/entity/Q35401478>	"Ed Qannoob"@en
<http://www.github.com/srebirth/entity/Q35401491>	"Ed Qolba"@en
<http://www.github.com/srebirth/entity/Q35401504>	"Ed Rabha"@en
<http://www.github.com/srebirth/entity/Q35401517>	"Ed Rahma"@en
<http://www.github.com/srebirth/entity/Q35401529>	"Ed Rowaba"@en
<http://www.github.com/srebirth/entity/Q35401541>	"Ed Samar al Beida"@en
<http://www.github.com/srebirth/entity/Q35401554>	"Ed Samr el Mohqal"@en
<http://www.github.com/srebirth/entity/Q35401567>	"Ed Satra"@en
<http://www.github.com/srebirth/entity/Q35401580>	"Ed Saylan"@en
<http://www.github.com/srebirth/entity/Q35401593>	"Ed Sa‘ed"@en
<http://www.github.com/srebirth/entity/Q35401606>	"Ed Shabj"@en
<http://www.github.com/srebirth/entity/Q32750247>	"Ed Shadeda"@en
<http://www.github.com/srebirth/entity/Q35401619>	"Ed Shannan"@en
<http://www.github.com/srebirth/entity/Q35401632>	"Ed Shatbel'ab"@en
<http://www.github.com/srebirth/entity/Q35401645>	"Ed Shidarat el Hem"@en
<http://www.github.com/srebirth/entity/Q35401658>	"Ed Shughar"@en
<http://www.github.com/srebirth/entity/Q35401671>	"Ed Siddeq"@en
<http://www.github.com/srebirth/entity/Q35401684>	"Ed Takro"@en
<http://www.github.com/srebirth/entity/Q35401697>	"Ed Taqaba"@en
<http://www.github.com/srebirth/entity/Q35401710>	"Ed Uamet"@en
<http://www.github.com/srebirth/entity/Q35401724>	"Ed Um Barsam"@en
<http://www.github.com/srebirth/entity/Q35401735>	"Ed Um Dabeb"@en
<http://www.github.com/srebirth/entity/Q32750248>	"Ed Um Dabeib"@en
<http://www.github.com/srebirth/entity/Q35401748>	"Ed Um Esheira"@en
<http://www.github.com/srebirth/entity/Q35401761>	"Ed Um Firesh"@en
<http://www.github.com/srebirth/entity/Q35401773>	"Ed Um Haskanet"@en
<http://www.github.com/srebirth/entity/Q35401786>	"Ed Um Janoor"@en
<http://www.github.com/srebirth/entity/Q35401799>	"Ed Um Kirebeg"@en
<http://www.github.com/srebirth/entity/Q35401812>	"Ed Um Manarib"@en
<http://www.github.com/srebirth/entity/Q35401824>	"Ed Um Marahek"@en
<http://www.github.com/srebirth/entity/Q35401836>	"Ed Um Marikh"@en
<http://www.github.com/srebirth/entity/Q35401849>	"Ed Um Mikhkheta"@en
<http://www.github.com/srebirth/entity/Q35401862>	"Ed Um Mileh"@en
<http://www.github.com/srebirth/entity/Q35401875>	"Ed Um Minedreba"@en
<http://www.github.com/srebirth/entity/Q35401887>	"Ed Um Mizeriq"@en
<http://www.github.com/srebirth/entity/Q35401899>	"Ed Um Mkhekheta"@en
<http://www.github.com/srebirth/entity/Q35401910>	"Ed Um Namil"@en
<http://www.github.com/srebirth/entity/Q35401922>	"Ed Um Qadqod"@en
<http://www.github.com/srebirth/entity/Q35401934>	"Ed Um Qitetya"@en
<http://www.github.com/srebirth/entity/Q35401947>	"Ed Um Salamon"@en
<http://www.github.com/srebirth/entity/Q35401960>	"Ed Um Samor"@en
<http://www.github.com/srebirth/entity/Q35401973>	"Ed Um Sarha"@en
<http://www.github.com/srebirth/entity/Q35401986>	"Ed Um Sarhat"@en
<http://www.github.com/srebirth/entity/Q35401999>	"Ed Um Say Ala"@en
<http://www.github.com/srebirth/entity/Q35402012>	"Ed Um Shaq"@en
<http://www.github.com/srebirth/entity/Q35402025>	"Ed Um Sharib"@en
<http://www.github.com/srebirth/entity/Q35402038>	"Ed Um Shosh"@en
<http://www.github.com/srebirth/entity/Q35402051>	"Ed Um Sidrat"@en
<http://www.github.com/srebirth/entity/Q35402063>	"Ed Um Sireiha"@en
<http://www.github.com/srebirth/entity/Q35402076>	"Ed Um Sireiha"@en
<http://www.github.com/srebirth/entity/Q35402089>	"Ed Um Zarayib"@en
<http://www.github.com/srebirth/entity/Q35402103>	"Ed Umhommad"@en
<http://www.github.com/srebirth/entity/Q35402129>	"Ed Umm Arayish"@en
<http://www.github.com/srebirth/entity/Q35402141>	"Ed Umm Ateem"@en
<http://www.github.com/srebirth/entity/Q35402153>	"Ed Umm Barada"@en
<http://www.github.com/srebirth/entity/Q35402166>	"Ed Umm Datah"@en
<http://www.github.com/srebirth/entity/Q35402178>	"Ed Umm Dleg"@en
<http://www.github.com/srebirth/entity/Q35402191>	"Ed Umm Doma"@en
<http://www.github.com/srebirth/entity/Q35402203>	"Ed Umm Doro"@en
<http://www.github.com/srebirth/entity/Q35402216>	"Ed Umm Doru'"@en
<http://www.github.com/srebirth/entity/Q35402242>	"Ed Umm Gafal"@en
<http://www.github.com/srebirth/entity/Q35402255>	"Ed Umm Hajaleej"@en
<http://www.github.com/srebirth/entity/Q35402267>	"Ed Umm Handn"@en
<http://www.github.com/srebirth/entity/Q35402280>	"Ed Umm Hashema"@en
<http://www.github.com/srebirth/entity/Q35402293>	"Ed Umm Haweyya"@en
<http://www.github.com/srebirth/entity/Q35402305>	"Ed Umm Hejayllelja"@en
<http://www.github.com/srebirth/entity/Q35402318>	"Ed Umm Higal"@en
<http://www.github.com/srebirth/entity/Q35402331>	"Ed Umm Horoq"@en
<http://www.github.com/srebirth/entity/Q35402343>	"Ed Umm Horoq"@en
<http://www.github.com/srebirth/entity/Q35402357>	"Ed Umm Hosan"@en
<http://www.github.com/srebirth/entity/Q35402370>	"Ed Umm Ifefen"@en
<http://www.github.com/srebirth/entity/Q35402384>	"Ed Umm Jarad"@en
<http://www.github.com/srebirth/entity/Q35402397>	"Ed Umm Khakhor"@en
<http://www.github.com/srebirth/entity/Q35402411>	"Ed Umm Kher"@en
<http://www.github.com/srebirth/entity/Q35402424>	"Ed Umm Liayyit"@en
<http://www.github.com/srebirth/entity/Q35402436>	"Ed Umm Mara"@en
<http://www.github.com/srebirth/entity/Q35402449>	"Ed Umm Mara"@en
<http://www.github.com/srebirth/entity/Q35402462>	"Ed Umm Maraheek"@en
<http://www.github.com/srebirth/entity/Q35402475>	"Ed Umm Marikh"@en
<http://www.github.com/srebirth/entity/Q35402488>	"Ed Umm Marikh"@en
<http://www.github.com/srebirth/entity/Q35402502>	"Ed Umm Markha"@en
<http://www.github.com/srebirth/entity/Q35402515>	"Ed Umm Matame"@en
<http://www.github.com/srebirth/entity/Q35402528>	"Ed Umm Matar"@en
<http://www.github.com/srebirth/entity/Q35402541>	"Ed Umm Mihereb"@en
<http://www.github.com/srebirth/entity/Q35402555>	"Ed Umm Mihereb"@en
<http://www.github.com/srebirth/entity/Q35402568>	"Ed Umm Milem"@en
<http://www.github.com/srebirth/entity/Q35402581>	"Ed Umm Milih"@en
<http://www.github.com/srebirth/entity/Q35402594>	"Ed Umm Milih"@en
<http://www.github.com/srebirth/entity/Q35402606>	"Ed Umm Mlih"@en
<http://www.github.com/srebirth/entity/Q35402619>	"Ed Umm Mokhet al Lahamdi"@en
<http://www.github.com/srebirth/entity/Q35402632>	"Ed Umm Mokhet el Jalbab"@en
<http://www.github.com/srebirth/entity/Q35402646>	"Ed Umm Namil"@en
<http://www.github.com/srebirth/entity/Q35402659>	"Ed Umm Noqara"@en
<http://www.github.com/srebirth/entity/Q35402672>	"Ed Umm Ood"@en
<http://www.github.com/srebirth/entity/Q35402685>	"Ed Umm Qabair"@en
<http://www.github.com/srebirth/entity/Q35402698>	"Ed Umm Qafala"@en
<http://www.github.com/srebirth/entity/Q35402711>	"Ed Umm Qeneiter"@en
<http://www.github.com/srebirth/entity/Q35402723>	"Ed Umm Qidedema"@en
<http://www.github.com/srebirth/entity/Q35402736>	"Ed Umm Qifeil"@en
<http://www.github.com/srebirth/entity/Q35402748>	"Ed Umm Qorad"@en
<http://www.github.com/srebirth/entity/Q35402760>	"Ed Umm Qorad"@en
<http://www.github.com/srebirth/entity/Q35402772>	"Ed Umm Ra Ro"@en
<http://www.github.com/srebirth/entity/Q35402785>	"Ed Umm Rabol"@en
<http://www.github.com/srebirth/entity/Q35402797>	"Ed Umm Ray"@en
<http://www.github.com/srebirth/entity/Q35402810>	"Ed Umm Rob"@en
